iter	RMSE
776	386.7415853
777	386.5613484
778	386.416309
779	386.3022484
780	386.1846895
781	385.9926971
782	385.8661286
783	385.685814
784	385.5745785
785	385.3502348
786	385.1768991
787	385.1390928
788	385.0499418
789	384.9777155
790	384.8556708
791	384.7285391
792	384.5792488
793	384.411684
794	384.3815448
795	384.2929537
796	384.1712824
797	384.084084
798	383.9997325
799	383.8220591
800	383.7021896
801	383.6302861
802	383.5438763
803	383.4270261
804	383.3073077
805	383.2356621
806	383.0481678
807	382.9105429
808	382.7581317
809	382.5554107
810	382.4504692
811	382.360588
812	382.339438
813	382.2563806
814	382.131632
815	381.9693212
816	381.8028414
817	381.6741107
818	381.5586416
819	381.4792583
820	381.3644589
821	381.2643805
822	381.192584
823	381.1088835
824	381.0773211
825	380.9812744
826	380.8357328
827	380.7843796
828	380.7223161
829	380.5344519
830	380.4030837
831	380.3161865
832	380.2067649
833	380.0696472
834	379.868787
835	379.7499434
836	379.5712939
837	379.4895383
838	379.3876881
839	379.3301831
840	379.2257776
841	379.2115934
842	379.1411076
843	379.0557541
844	378.845855
845	378.7302746
846	378.6818647
847	378.5602068
848	378.5201622
849	378.3468639
850	378.2919188
851	378.2189024
852	378.1241732
853	378.0787326
854	377.9788215
855	377.8311873
856	377.7258693
857	377.6751371
858	377.6215241
859	377.5285154
860	377.422002
861	377.260362
862	377.1379448
863	377.0595785
864	376.9432972
865	376.8361695
866	376.7649578
867	376.6774526
868	376.5989363
869	376.4723721
870	376.362629
871	376.3026523
872	376.2142136
873	376.0896958
874	375.9402769
875	375.833672
876	375.703111
877	375.5472414
878	375.4337366
879	375.2995071
880	375.1737069
881	375.0248311
882	374.9464051
883	374.8356393
884	374.7288084
885	374.56863
886	374.4903176
887	374.347665
888	374.1417832
889	374.0986698
890	373.9428369
891	373.8169891
892	373.6997864
893	373.5989418
894	373.5197704
895	373.3838952
896	373.2880759
897	373.144694
898	373.0335228
899	372.908269
900	372.8562159
901	372.7315931
902	372.6584631
903	372.5044032
904	372.3746586
905	372.2845093
906	372.1659945
907	372.0622832
908	371.8656192
909	371.823777
910	371.7739648
911	371.660754
912	371.5667625
913	371.4882003
914	371.3853357
915	371.2918988
916	371.2232084
917	371.099618
918	370.9478281
919	370.8113678
920	370.7003929
921	370.5469758
922	370.4655045
923	370.3260601
924	370.1997759
925	370.0240172
926	369.8822403
927	369.8576348
928	369.7755976
929	369.6896063
930	369.6064839
931	369.4296447
932	369.237171
933	369.1237027
934	369.0452758
935	368.9721867
936	368.9073313
937	368.8688637
938	368.7644882
939	368.6018198
940	368.5608562
941	368.4759519
942	368.3108925
943	368.2341863
944	368.1603464
945	368.0651867
946	367.9853855
947	367.8788135
948	367.6960264
949	367.649219
950	367.5632273
951	367.4660437
952	367.3838114
953	367.2747875
954	367.226952
955	367.1417716
956	367.0694438
957	367.0073887
958	366.9306088
959	366.8243358
960	366.7277483
961	366.6429037
962	366.5122263
963	366.4570431
964	366.3017081
965	366.2376627
966	366.1191456
967	366.0675253
968	365.95625
969	365.8585492
970	365.7599548
971	365.5610217
972	365.4927984
973	365.3658037
974	365.2823857
975	365.0780239
976	364.9110965
977	364.8481511
978	364.7798942
979	364.7260996
980	364.553066
981	364.5132763
982	364.4637532
983	364.3538565
984	364.2420534
985	364.0175851
986	363.8843156
987	363.7756979
988	363.677193
989	363.5955737
990	363.4801994
991	363.3148207
992	363.2587449
993	363.1680757
994	363.0842043
995	362.9218297
996	362.8959773
997	362.8426065
998	362.7364681
999	362.6876025
